num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp_num,image,image_alt,left_img,right_img,image_dir,cs,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp1_trial_cross.started,exp1_trial_key.started,exp1_trial_cross.stopped,exp1_trial_sound.started,exp1_trial_key.keys,exp1_trial_key.rt,exp1_cross.started,exp1_key.started,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_cross.stopped,exp1_sound.started,exp2_trial_cross.started,exp2_trial_key.started,exp2_trial_cross.stopped,exp2_trial_sound.started,exp2_trial_key.stopped,exp2_trial_key.keys,exp2_trial_key.rt,exp2_cross.started,exp2_key.started,exp2_cross.stopped,exp2_sound.started,exp2_key.stopped,exp2_key.keys,exp2_key.rt,participant,session,date,expName,psychopyVersion,frameRate
138,l1,t,es,f0u,../audio/138.wav,,l1_t_es_f0u_138,,,,,,,../image/pants.png,../image/shirt.png,shirt,rshift,1,shirt,pants,pants,shirt,None,,,,,,,,,,0,32,32,52,,,,,,,,,,,,,,,,,,,132.6465238,132.8528605,rshift,1,2.439437459,132.8853643,133.6133486,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
131,l1,t,es,f0u,../audio/131.wav,,l1_t_es_f0u_131,,,,,,,../image/cat.png,../image/flower.png,cat,lshift,1,cat,flower,cat,flower,None,,,,,,,,,,0,33,33,45,,,,,,,,,,,,,,,,,,,135.3433776,135.5469513,lshift,1,2.0287505,135.5862901,136.3022668,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
134,l1,t,es,f0u,../audio/134.wav,,l1_t_es_f0u_134,,,,,,,../image/basket.png,../image/truck.png,truck,rshift,1,truck,basket,basket,truck,None,,,,,,,,,,0,34,34,48,,,,,,,,,,,,,,,,,,,137.6307244,137.8304094,rshift,1,2.467118958,137.8700381,138.58687,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
77,l1,f,se,na,../audio/077.wav,,l1_f_se_na_077,,,,,,,../image/mashedpotatoes.png,../image/donut.png,donut,rshift,1,donut,mashedpotatoes,mashedpotatoes,donut,None,,,,,,,,,,0,35,35,16,,,,,,,,,,,,,,,,,,,140.3483328,140.5533655,rshift,1,2.039406917,140.596548,141.3134009,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
61,l1,f,en,na,../audio/061.wav,,l1_f_en_na_061,,,,,,,../image/cat.png,../image/dog.png,dog,rshift,1,dog,cat,cat,dog,../image/,,,,,,,,,,0,36,36,0,,,,,,,,,,,,,,,,,,,142.6403269,142.8463812,rshift,1,1.839188042,142.8867309,143.6029165,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
135,l1,t,es,f0u,../audio/135.wav,,l1_t_es_f0u_135,,,,,,,../image/flipflops.png,../image/flower.png,flipflops,lshift,1,flipflops,flower,flipflops,flower,None,,,,,,,,,,0,37,37,49,,,,,,,,,,,,,,,,,,,144.731427,144.9368553,lshift,1,2.251981375,144.9798662,145.6964657,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
71,l1,f,en,na,../audio/071.wav,,l1_f_en_na_071,,,,,,,../image/wallet.png,../image/plane.png,plane,rshift,1,plane,wallet,wallet,plane,None,,,,,,,,,,0,38,38,10,,,,,,,,,,,,,,,,,,,147.2394327,147.4463935,rshift,1,2.601546375,147.4838123,148.2033206,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
90,l1,f,sp,na,../audio/090.wav,,l1_f_sp_na_090,,,,,,,../image/bag.png,../image/bottle.png,bag,lshift,1,bag,bottle,bag,bottle,None,,,,,,,,,,0,39,39,29,,,,,,,,,,,,,,,,,,,150.0962661,150.3038814,lshift,1,2.842837959,150.3345693,151.0630001,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
20,l1,t,es,na,../audio/020.wav,,l1_t_es_na_020,,,,,,,../image/cellphone.png,../image/backpack.png,backpack,rshift,1,backpack,cellphone,cellphone,backpack,None,,,,,,,,,,0,40,40,44,,,,,,,,,,,,,,,,,,,153.2013003,153.4032636,rshift,1,2.572012583,153.4463086,154.1636543,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
79,l1,f,se,na,../audio/079.wav,,l1_f_se_na_079,,,,,,,../image/sweatpants.png,../image/jeans.png,jeans,rshift,1,jeans,sweatpants,sweatpants,jeans,None,,,,,,,,,,0,41,41,18,,,,,,,,,,,,,,,,,,,156.0220089,156.2301598,rshift,1,3.107732625,156.2694255,156.9857036,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
81,l1,f,se,na,../audio/081.wav,,l1_f_se_na_081,,,,,,,../image/boxers.png,../image/sweatpants.png,sweatpants,rshift,1,sweatpants,boxers,boxers,sweatpants,None,,,,,,,,,,0,42,42,20,,,,,,,,,,,,,,,,,,,159.3909426,159.5964417,rshift,1,2.621387042,159.6356686,160.3537394,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
85,l1,f,se,na,../audio/085.wav,,l1_f_se_na_085,,,,,,,../image/loafers.png,../image/sneakers.png,sneakers,rshift,1,sneakers,loafers,loafers,sneakers,None,,,,,,,,,,0,43,43,24,,,,,,,,,,,,,,,,,,,162.2666725,162.4696824,rshift,1,3.054087876,162.513359,163.228648,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
136,l1,t,es,f0u,../audio/136.wav,,l1_t_es_f0u_136,,,,,,,../image/city.png,../image/village.png,village,rshift,1,village,city,city,village,None,,,,,,,,,,0,44,44,50,,,,,,,,,,,,,,,,,,,165.5779251,165.779931,rshift,1,3.02122675,165.8173872,166.5359373,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
78,l1,f,se,na,../audio/078.wav,,l1_f_se_na_078,,,,,,,../image/airpods.png,../image/joycons.png,airpods,lshift,1,airpods,joycons,airpods,joycons,None,,,,,,,,,,0,45,45,17,,,,,,,,,,,,,,,,,,,168.8421417,169.0511715,lshift,1,2.129904042,169.0830385,169.8128201,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
92,l1,f,sp,na,../audio/092.wav,,l1_f_sp_na_092,,,,,,,../image/armchair.png,../image/dog.png,armchair,lshift,1,armchair,dog,armchair,dog,None,,,,,,,,,,0,46,46,31,,,,,,,,,,,,,,,,,,,171.2357167,171.4299559,lshift,1,1.935890958,171.4799912,172.1859408,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
18,l1,t,es,na,../audio/018.wav,,l1_t_es_na_018,,,,,,,../image/cups.png,../image/napkins.png,napkins,rshift,1,napkins,cups,cups,napkins,None,,,,,,,,,,0,47,47,42,,,,,,,,,,,,,,,,,,,173.4147694,173.6198989,rshift,1,2.894906709,173.6631234,174.3799984,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
62,l1,f,en,na,../audio/062.wav,,l1_f_en_na_062,,,,,,,../image/shoe.png,../image/ring.png,shoe,lshift,1,shoe,ring,shoe,ring,None,,,,,,,,,,0,48,48,1,,,,,,,,,,,,,,,,,,,176.5625202,176.7697102,lshift,1,2.0209875,176.8029385,177.529511,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
14,l1,t,es,na,../audio/014.wav,,l1_t_es_na_014,,,,,,,../image/book.png,../image/key.png,key,rshift,1,key,book,book,key,None,,,,,,,,,,0,49,49,38,,,,,,,,,,,,,,,,,,,178.8398814,179.0461371,rshift,1,2.210794209,179.0856008,179.8028782,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
66,l1,f,en,na,../audio/066.wav,,l1_f_en_na_066,,,,,,,../image/bag.png,../image/scarf.png,bag,lshift,1,bag,scarf,bag,scarf,None,,,,,,,,,,0,50,50,5,,,,,,,,,,,,,,,,,,,181.3068102,181.5127875,lshift,1,2.192940292,181.5527032,182.2696082,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
91,l1,f,sp,na,../audio/091.wav,,l1_f_sp_na_091,,,,,,,../image/backpack.png,../image/bracelet.png,bracelet,rshift,1,bracelet,backpack,backpack,bracelet,None,,,,,,,,,,0,51,51,30,,,,,,,,,,,,,,,,,,,183.7608585,183.9631953,lshift,0,1.839444209,184.002884,184.7188618,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
73,l1,f,en,na,../audio/073.wav,,l1_f_en_na_073,,,,,,,../image/socks.png,../image/tshirt.png,tshirt,rshift,1,tshirt,socks,socks,tshirt,None,,,,,,,,,,0,52,52,12,,,,,,,,,,,,,,,,,,,185.8465063,186.0528058,rshift,1,2.478935875,186.0837671,186.812884,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
89,l1,f,sp,na,../audio/089.wav,,l1_f_sp_na_089,,,,,,,../image/bed.png,../image/wallet.png,wallet,rshift,1,wallet,bed,bed,wallet,None,,,,,,,,,,0,53,53,28,,,,,,,,,,,,,,,,,,,188.5852639,188.7860178,rshift,1,2.311082917,188.829906,189.5466529,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
64,l1,f,en,na,../audio/064.wav,,l1_f_en_na_064,,,,,,,../image/wallet.png,../image/key.png,wallet,lshift,1,wallet,key,wallet,key,None,,,,,,,,,,0,54,54,3,,,,,,,,,,,,,,,,,,,191.1430769,191.3464919,lshift,1,1.810897167,191.3862828,192.1028911,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr1,lt,tr,en,na,../practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,203.6882933,203.8856949,203.9362462,204.6362336,208.9047553,"['lshift', 'lshift']","[1.3159919169265777, 3.607272333931178]",,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr2,lt,tr,en,na,../practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,208.9047553,209.129099,209.1520347,209.8864264,214.1472048,['lshift'],[2.547026750049554],,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr3,lt,tr,sp,na,../practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,214.1472048,214.3796165,214.3857566,215.1358713,219.3962674,['rshift'],[1.5591399170225486],,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr4,lt,tr,sp,na,../practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,219.3962674,219.629648,219.6362367,220.3846893,224.643401,['rshift'],[1.7293337510200217],,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr5,lt,tr,se,na,../practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,224.643401,224.8834516,224.8834516,225.6359864,229.9065915,['rshift'],[2.3692921668989584],,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr6,lt,tr,se,na,../practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,229.9065915,230.128639,230.1519673,230.8861644,235.1338405,['rshift'],[1.5215568749699742],,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr7,lt,tr,es,na,../practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,235.1338405,235.3836609,235.378293,236.1362779,240.4028419,"['lshift', 'rshift']","[1.3009760829154402, 2.9629180829506367]",,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
tr8,lt,tr,es,na,../practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,../image/america.png,../image/spain.png,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,240.4028419,240.6295208,240.6457735,241.3857625,245.6206581,"['lshift', 'rshift']","[1.2301054169656709, 2.0077728749020025]",,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
169,l2,t,es,f0c,../audio/169.wav,,l2_t_es_f0c_169,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,0,0,53,,,,,,,,,,,,,,,,,,,,,250.7574608,250.9457033,251.0010806,251.6963142,255.9642899,"['lshift', 'lshift', 'rshift']","[-0.5322151241125539, 1.3510148338973522, 2.567373583908193]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
124,l2,f,sp,na,../audio/124.wav,,l2_f_sp_na_124,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,,,,,,,255.9642899,256.1956509,256.212816,256.9521571,261.2135613,"['lshift', 'rshift']","[1.1060831259237602, 2.584035875974223]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
103,l2,f,en,na,../audio/103.wav,,l2_f_en_na_103,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,261.2135613,261.4458105,261.4627764,262.2023658,266.4631232,"['lshift', 'lshift']","[1.4733018749393523, 2.6894989169668406]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
112,l2,f,se,na,../audio/112.wav,,l2_f_se_na_112,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,266.4631232,266.6862329,266.7123383,267.4514751,271.7009223,['rshift'],[1.4944974590325728],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
97,l2,f,en,na,../audio/097.wav,,l2_f_en_na_097,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,271.7009223,271.9448339,271.9506828,272.7001387,276.9630276,['lshift'],[1.5247086249291897],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
21,l2,t,es,na,../audio/021.wav,,l2_t_es_na_021,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,5,5,35,,,,,,,,,,,,,,,,,,,,,276.9630276,277.1864635,277.2129249,277.9523045,282.2058782,"['lshift', 'rshift']","[1.5889676669612527, 2.22827750002034]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
106,l2,f,en,na,../audio/106.wav,,l2_f_en_na_106,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,6,6,10,,,,,,,,,,,,,,,,,,,,,282.2058782,282.4454864,282.4519473,283.1995788,287.4665374,"['lshift', 'lshift']","[1.513577500008978, 2.4844808749621734]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
129,l2,f,sp,na,../audio/129.wav,,l2_f_sp_na_129,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,7,7,33,,,,,,,,,,,,,,,,,,,,,287.4665374,287.6954675,287.7120938,288.45186,292.7141666,"['rshift', 'rshift']","[1.6229764999588951, 3.1954544578911737]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
98,l2,f,en,na,../audio/098.wav,,l2_f_en_na_098,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,292.7141666,292.9460314,292.9615272,293.7007354,297.9663778,['lshift'],[1.4762623339192942],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
128,l2,f,sp,na,../audio/128.wav,,l2_f_sp_na_128,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,9,9,32,,,,,,,,,,,,,,,,,,,,,297.9663778,298.1956941,298.2113628,298.9521114,303.2151719,"['lshift', 'rshift']","[1.5105340840527788, 2.067251001019031]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
24,l2,t,es,na,../audio/024.wav,,l2_t_es_na_024,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,10,10,38,,,,,,,,,,,,,,,,,,,,,303.2151719,303.445162,303.4625055,304.2018339,308.4645115,"['lshift', 'rshift']","[2.4525641669752076, 3.0677321669645607]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
116,l2,f,se,na,../audio/116.wav,,l2_f_se_na_116,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,11,11,20,,,,,,,,,,,,,,,,,,,,,308.4645115,308.69583,308.7120355,309.4529187,313.7128384,['rshift'],[1.4245756670134142],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
114,l2,f,se,na,../audio/114.wav,,l2_f_se_na_114,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,313.7128384,313.945289,313.9514976,314.7008657,318.963382,['rshift'],[2.095192417036742],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
111,l2,f,se,na,../audio/111.wav,,l2_f_se_na_111,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,318.963382,319.1952626,319.2118973,319.951352,324.2167617,"['rshift', 'lshift']","[1.5680257919011638, 2.6196820839541033]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
117,l2,f,se,na,../audio/117.wav,,l2_f_se_na_117,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,14,14,21,,,,,,,,,,,,,,,,,,,,,324.2167617,324.4455296,324.462366,325.2022812,329.4640959,['rshift'],[1.583969750907272],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
107,l2,f,en,na,../audio/107.wav,,l2_f_en_na_107,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,,329.4640959,329.6954788,329.7121257,330.4521279,334.7128224,['lshift'],[1.7548044580034912],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
121,l2,f,sp,na,../audio/121.wav,,l2_f_sp_na_121,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,16,16,25,,,,,,,,,,,,,,,,,,,,,334.7128224,334.9456464,334.9521104,335.7016662,339.9681621,['rshift'],[1.375944958999753],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
22,l2,t,es,na,../audio/022.wav,,l2_t_es_na_022,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,17,17,36,,,,,,,,,,,,,,,,,,,,,339.9681621,340.1956213,340.21113,340.952097,345.2132524,"['lshift', 'rshift']","[1.3395091670099646, 2.3270594590576366]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
110,l2,f,en,na,../audio/110.wav,,l2_f_en_na_110,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,18,18,14,,,,,,,,,,,,,,,,,,,,,345.2132524,345.4449516,345.4617657,346.2026676,350.4650695,['lshift'],[1.7595261669484898],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
164,l2,t,es,f0c,../audio/164.wav,,l2_t_es_f0c_164,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,19,19,48,,,,,,,,,,,,,,,,,,,,,350.4650695,350.6954466,350.7117689,351.4523538,355.7153734,"['lshift', 'rshift']","[1.7674626669613644, 2.4015117919771]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
99,l2,f,en,na,../audio/099.wav,,l2_f_en_na_099,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,20,20,3,,,,,,,,,,,,,,,,,,,,,355.7153734,355.9451961,355.9620493,356.701653,360.9640239,['lshift'],[1.6354839169653133],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
166,l2,t,es,f0c,../audio/166.wav,,l2_t_es_f0c_166,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,21,21,50,,,,,,,,,,,,,,,,,,,,,360.9640239,361.1949869,361.211562,361.9510294,366.2114739,"['lshift', 'rshift']","[1.3844871249748394, 2.9505815419834107]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
101,l2,f,en,na,../audio/101.wav,,l2_f_en_na_101,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,22,22,5,,,,,,,,,,,,,,,,,,,,,366.2114739,366.4448913,366.4513792,367.2016827,371.4642987,['lshift'],[1.6345516669098288],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
119,l2,f,se,na,../audio/119.wav,,l2_f_se_na_119,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,371.4642987,371.6948072,371.7119793,372.4523626,376.7129064,['rshift'],[1.468970707966946],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
109,l2,f,en,na,../audio/109.wav,,l2_f_en_na_109,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,24,24,13,,,,,,,,,,,,,,,,,,,,,376.7129064,376.944873,376.9620504,377.7010914,381.9631155,['lshift'],[1.5729481669841334],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
118,l2,f,se,na,../audio/118.wav,,l2_f_se_na_118,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,25,25,22,,,,,,,,,,,,,,,,,,,,,381.9631155,382.1953019,382.2114531,382.950857,387.2125071,['rshift'],[1.8611934588989243],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
27,l2,t,es,na,../audio/027.wav,,l2_t_es_na_027,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,26,26,41,,,,,,,,,,,,,,,,,,,,,387.2125071,387.4452236,387.4516389,388.2011738,392.4640755,"['lshift', 'rshift']","[1.7189337919699028, 2.3378290419932455]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
165,l2,t,es,f0c,../audio/165.wav,,l2_t_es_f0c_165,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,1,,,,,,,,,,,,,,,,,,,,,0,27,27,49,,,,,,,,,,,,,,,,,,,,,392.4640755,392.6952328,392.7101884,393.4514072,397.71516,"['lshift', 'rshift']","[2.051642374950461, 2.4554349170066416]",70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
123,l2,f,sp,na,../audio/123.wav,,l2_f_sp_na_123,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,28,28,27,,,,,,,,,,,,,,,,,,,,,397.71516,397.9450758,397.9617221,398.7015342,402.9634073,['rshift'],[1.8918318329378963],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
108,l2,f,en,na,../audio/108.wav,,l2_f_en_na_108,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,29,29,12,,,,,,,,,,,,,,,,,,,,,402.9634073,403.1951012,403.2116572,403.950527,408.2132362,['lshift'],[1.594501291983761],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
104,l2,f,en,na,../audio/104.wav,,l2_f_en_na_104,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,30,30,8,,,,,,,,,,,,,,,,,,,,,408.2132362,408.4446155,408.461765,409.2023328,413.4646941,['lshift'],[1.6346276249969378],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
105,l2,f,en,na,../audio/105.wav,,l2_f_en_na_105,,,,,,,../image/america.png,../image/spain.png,,,2,america,spain,,,,None,,,,,,,,,,,,,,,,,,,,,0,31,31,9,,,,,,,,,,,,,,,,,,,,,413.4646941,413.6950948,413.7113685,414.4513386,418.7127746,['lshift'],[1.3260501249460503],70,1,2023-05-05_16h30.18.907,exp_g1,2022.2.5,None
